MacAddress,IpPrivate,IpPublic1,IpPublic2,Value1,Value2,Value3,Value4,Status,Location,DateTime,Description
386b.bb15.c8ea,192.168.21.217,100.65.108.33,0022.b08f.b844,32.4,50.4,-14.3,231,online,2/0-12D2C2-U4C0L0,4/13/2016 9:00:04 PM,
0023.ede2.ea56,192.168.36.213,100.65.98.239,c83a.351a.8478,36.0,44.0,-1.9,220,online,2/0-12D2C2-U4C0L0,4/13/2016 9:00:04 PM,
0023.ede3.b5f6,192.168.10.11,100.65.108.47,c83a.3543.23e8,35.9,39.9,-4.0,230,online,2/0-12D2C2-U4C0L0,4/13/2016 9:00:04 PM,
e483.9977.678c,192.168.14.218,101.99.37.51,e8de.27f5.3fab,35.9,47.4,-11.8,229,online,2/0-12D2C2-U4C0L0,4/13/2016 9:00:04 PM,
0023.ed1d.dc12,192.168.13.23,100.65.116.245,a42b.b0ac.724f,36.0,55.2,+2.8,232,online,2/0-12D2C2-U6C0L0,4/13/2016 9:00:04 PM,
0023.ed19.363e,192.168.30.172,100.65.110.217,c4e9.848e.597b,36.1,41.9,-1.4,229,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
0023.ede3.f958,192.168.19.128,100.65.104.106,c04a.004d.3b4d,36.4,51.0,+0.2,214,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
0023.ee03.f1c8,192.168.20.27,100.65.101.32,c83a.3542.eaf0,36.0,49.0,-5.3,227,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
386b.bb15.c8e4,192.168.15.201,101.99.38.39,c83a.3505.a878,37.5,47.4,+1.7,219,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
0023.ede1.4c3e,192.168.33.105,100.65.108.69,e8de.27f5.34bd,35.3,42.9,-7.3,227,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
3c75.4aea.bc85,192.168.11.162,100.65.115.20,c83a.3541.4e80,36.3,45.7,-3.2,217,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
3c75.4aea.bd6d,192.168.26.75,100.65.100.79,c83a.3524.dbe8,36.4,39.2,-3.4,219,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
0021.43c9.8e84,192.168.17.54,100.65.112.194,c83a.353c.ba40,33.8,42.9,-10.3,224,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
001b.ddd8.662a,192.168.28.187,100.65.99.210,c83a.3534.7da0,34.6,55.2,-5.7,208,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
001a.adae.5374,192.168.29.242,100.65.109.14,60e3.27f0.b89f,36.1,46.0,-1.3,219,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
001a.ada3.ee08,192.168.35.95,100.65.107.194,54e6.fcaf.fe5f,37.0,47.0,-4.2,219,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
001a.ada9.e98e,192.168.34.52,101.99.38.212,c83a.3543.2388,35.5,42.9,+1.4,211,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
0014.e867.5e7e,192.168.11.87,101.99.38.190,c83a.353d.b4e0,34.8,40.9,-6.3,228,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
000b.06e3.e934,192.168.35.229,100.65.117.174,b048.7add.0c9f,34.9,47.9,+0.8,210,online,2/0-12D2C3-U4C0L0,4/13/2016 9:00:04 PM,
0015.2f93.53ec,192.168.12.124,100.65.98.105,e8de.27f5.05f1,36.5,45.0,+0.0,211,online,2/0-12D7C0-U2C0L0,4/13/2016 9:00:04 PM,
0019.5e1d.af12,192.168.33.221,101.99.38.154,ac9b.0ae0.7f0e,37.8,49.0,-2.0,216,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
0011.ae9a.9adc,192.168.32.95,100.65.117.178,a42b.b0ac.7269,37.5,45.9,-3.2,220,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
001a.ad93.bbba,,100.65.103.49,c83a.3543.23f0,37.8,51.0,-1.1,231,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
001b.ddc4.dcf4,192.168.37.95,100.65.111.246,c8d7.19db.3eca,37.6,41.9,+0.0,220,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
3c75.4aea.bcf3,192.168.32.164,100.65.112.59,c83a.3534.2298,37.3,39.4,-8.8,227,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
386b.bbdd.72e7,192.168.34.234,100.65.100.115,0024.a50f.2a77,40.3,55.2,+0.9,216,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46f.a458,192.168.36.165,100.65.103.221,0019.cb4d.784f,38.6,46.9,-7.1,226,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46f.a4dc,192.168.25.56,100.65.118.218,c83a.3522.a308,40.7,51.7,+5.4,232,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
0050.bfbb.c73c,192.168.11.89,100.65.102.182,c83a.352f.4c78,29.0,54.7,-13.9,233,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
0050.bfbb.ce8f,,100.65.111.193,c83a.3529.f028,35.4,48.7,-6.0,224,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.ed18.07e0,192.168.32.105,100.65.109.143,14cc.203c.ee6f,36.4,44.0,-7.0,215,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.edd6.c9bc,192.168.37.25,100.65.97.21,c83a.353e.9e60,30.5,45.0,-17.6,202,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
0021.43cc.d71a,192.168.38.49,100.65.99.46,30b5.c2a7.6139,38.2,44.0,+1.4,221,online,2/0-12D7C0-U4C0L0,4/13/2016 9:00:04 PM,
1c14.48d0.5bec,192.168.28.242,100.65.99.223,f81a.6761.fbdd,35.6,49.7,-5.5,205,online,2/0-2D0C0-U2C0L0,4/13/2016 9:00:04 PM,
001b.ddcc.d734,192.168.37.79,100.65.97.192,c83a.353c.a8e0,34.9,51.0,-7.2,209,online,2/0-2D0C0-U2C0L0,4/13/2016 9:00:04 PM,
001a.ad70.5de4,192.168.12.62,,,37.0,44.7,-3.0,227,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0019.5e1e.0c24,192.168.11.222,100.65.105.206,c83a.3542.40f0,34.1,42.9,-3.0,224,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
386b.bbdd.72e3,192.168.16.184,100.65.112.56,c83a.3519.7340,36.8,47.2,+7.6,228,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46c.ec80,192.168.29.84,,,36.4,39.7,+0.8,213,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.74f9.7696,192.168.15.241,100.65.103.137,0810.7784.f3cd,37.4,47.0,+11.7,229,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.ed17.8176,192.168.27.214,100.65.111.109,c83a.351a.c038,36.0,49.0,-0.3,227,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
145b.d133.fb8d,192.168.37.104,,,38.0,51.2,-3.1,229,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
145b.d133.fc71,192.168.18.41,101.99.38.88,048d.38a6.2cca,37.8,43.4,+2.8,223,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.ede1.5466,192.168.37.70,100.65.100.163,10fe.ed83.2327,33.5,45.0,-10.6,222,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
1c14.48d0.5b56,192.168.35.27,,,31.8,38.4,-16.5,230,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
386b.bb15.c8ed,192.168.27.66,100.65.107.240,3860.7791.2d3c,28.3,50.2,-1.3,212,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
e483.9977.685f,192.168.24.95,100.65.103.80,b048.7ac2.5fc1,37.3,46.2,-2.2,219,online,2/0-2D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0021.43e3.e7d4,192.168.30.233,100.65.101.168,f4f2.6d5b.04a1,35.9,55.2,-2.6,222,online,2/0-2D1C0-U1C0L0,4/13/2016 9:00:04 PM,
1c14.48d0.5a78,192.168.34.211,100.65.98.97,c83a.350b.6020,34.0,50.9,-11.5,202,online,2/0-2D1C0-U2C0L0,4/13/2016 9:00:04 PM,
0023.edd2.6954,192.168.13.19,100.65.98.209,30b5.c2a7.5ff7,34.6,40.9,+7.0,222,online,2/0-2D1C0-U3C0L0,4/13/2016 9:00:04 PM,
0023.ede2.9488,192.168.36.100,100.65.101.60,c46e.1fe2.ec87,36.9,40.9,+1.7,213,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0022.10ce.b228,192.168.12.84,100.65.105.195,60e3.2792.7de3,36.8,33.9,+5.7,234,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.ed16.1622,192.168.15.62,100.65.108.247,b0c5.54d8.769d,35.9,53.0,-3.7,222,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46d.756b,192.168.26.210,100.65.103.3,c83a.3506.4d20,36.6,43.9,+3.0,203,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0021.43ca.2646,192.168.34.127,100.65.101.245,14cc.203c.f3dd,36.7,37.9,+5.1,231,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
001b.ddc4.7baa,192.168.18.133,100.65.114.237,30b5.c2f1.b187,35.2,44.0,+4.0,228,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0019.5e26.a5d6,192.168.17.135,,,35.5,47.0,-3.9,233,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0014.e869.4088,192.168.26.84,100.65.117.32,30b5.c2f1.e1e5,35.4,34.9,+3.2,230,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0013.716f.1e62,192.168.15.132,100.65.102.141,001c.c029.2425,35.3,53.1,+0.3,218,online,2/0-2D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.ed1d.e9e6,192.168.17.6,100.65.100.119,c83a.354a.5778,35.4,55.2,+8.9,217,online,2/0-2D1C0-U6C0L0,4/13/2016 9:00:04 PM,
145b.d133.fbf9,192.168.37.37,,,38.0,50.9,+3.6,226,online,3/0-12D3C0-U2C0L0,4/13/2016 9:00:04 PM,
001a.ad93.0d5a,192.168.15.136,,,35.9,55.2,+1.5,229,online,3/0-12D3C1-U2C0L0,4/13/2016 9:00:04 PM,
1c14.48d0.589c,192.168.33.79,100.65.103.107,c83a.3539.37b0,32.1,55.2,+0.5,228,online,3/0-12D3C2-U2C0L0,4/13/2016 9:00:04 PM,
0023.74f9.788e,192.168.19.252,,,36.2,49.0,-0.3,223,online,3/0-12D3C2-U2C0L0,4/13/2016 9:00:04 PM,
e483.9977.681b,192.168.36.42,,,37.2,47.9,+3.3,227,online,3/0-12D3C2-U2C0L0,4/13/2016 9:00:04 PM,
0021.43d1.76dc,192.168.24.184,100.65.114.128,f8d1.1180.19e3,35.2,55.2,+0.1,231,online,3/0-12D3C2-U3C0L0,4/13/2016 9:00:04 PM,
001a.ada6.29d0,192.168.12.223,100.65.110.95,30b5.c2f1.adbf,36.0,50.0,+9.5,224,online,3/0-12D3C3-U1C0L0,4/13/2016 9:00:04 PM,
0015.2f8c.4cd6,192.168.27.131,101.99.38.127,c83a.3553.22e8,35.2,53.1,+0.1,220,online,3/0-12D3C3-U2C0L0,4/13/2016 9:00:04 PM,
386b.bbdd.7340,192.168.33.168,100.65.105.97,940c.6dad.b363,32.9,55.2,-10.1,223,online,3/0-12D3C3-U2C0L0,4/13/2016 9:00:04 PM,
0023.edd2.bf8e,192.168.25.53,,,37.6,40.9,+3.5,226,online,3/0-3D0C0-U2C0L0,4/13/2016 9:00:04 PM,
0022.10e4.f244,192.168.34.8,100.65.107.104,c4e9.848e.ac47,36.0,55.2,+7.8,231,online,3/0-3D0C0-U2C0L0,4/13/2016 9:00:04 PM,
001b.ddc4.0a76,192.168.22.175,100.65.98.110,c83a.354a.d7d0,36.1,55.2,-7.2,227,online,4/0-12D4C0-U5C0L0,4/13/2016 9:00:04 PM,
0021.43c8.43b8,192.168.23.116,100.65.107.106,20aa.4b05.517f,37.1,45.0,+3.7,219,online,4/0-12D4C0-U5C0L0,4/13/2016 9:00:04 PM,
0021.43d8.e506,192.168.34.201,100.65.103.174,f4f2.6d5a.f967,36.9,45.0,-3.5,218,online,4/0-12D4C0-U5C0L0,4/13/2016 9:00:04 PM,
000f.9f12.8f9e,192.168.32.185,100.65.112.92,f4f2.6dfc.db11,36.9,51.9,+2.9,215,online,4/0-12D4C2-U1C0L0,4/13/2016 9:00:04 PM,
001a.ad8c.177e,192.168.24.8,,,32.2,55.2,-13.7,218,online,4/0-12D4C2-U5C0L0,4/13/2016 9:00:04 PM,
0013.7168.56b8,192.168.14.114,100.65.115.112,c83a.351d.c7b8,34.7,55.2,-2.4,232,online,4/0-12D4C3-U2C0L0,4/13/2016 9:00:04 PM,
0023.edd8.2658,192.168.32.218,100.65.97.17,f4f2.6d5b.5699,35.0,55.2,-8.9,233,online,4/0-12D4C3-U2C0L0,4/13/2016 9:00:04 PM,
001b.ddd0.561e,192.168.36.189,100.65.109.173,f81a.677c.62af,37.6,30.8,+2.4,216,online,5/0-13D0C0-U3C0L0,4/13/2016 9:00:04 PM,
0021.43e8.aed2,192.168.29.60,101.99.38.110,c46e.1f47.3e9f,36.8,25.8,+3.4,224,online,5/0-13D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0019.5e1a.29bc,192.168.30.114,100.65.106.4,f81a.6788.3c33,37.0,36.9,-2.9,219,online,5/0-13D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.ed1c.d7f6,192.168.26.202,100.65.101.159,30b5.c2c8.0c9d,38.6,38.9,+7.9,218,online,5/0-13D0C0-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46d.753d,192.168.18.127,100.65.105.82,c83a.3512.c5d8,35.6,37.2,-7.4,221,online,5/0-13D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0023.edd5.95b8,192.168.23.108,100.65.110.228,2c27.d7d8.b905,38.5,23.8,+4.8,216,online,5/0-13D0C2-U3C0L0,4/13/2016 9:00:04 PM,
0021.43e5.3576,192.168.32.223,100.65.98.32,c83a.3503.b900,38.0,42.9,+1.0,223,online,5/0-13D0C2-U4C0L0,4/13/2016 9:00:04 PM,
0019.5e25.41a2,192.168.13.75,100.65.99.27,c0a0.bb7e.c1ca,34.3,38.9,-12.6,222,online,5/0-13D0C2-U4C0L0,4/13/2016 9:00:04 PM,
0022.10e1.2812,192.168.30.82,100.65.102.228,c83a.3534.e3c8,35.0,32.9,-2.3,218,online,5/0-13D0C2-U4C0L0,4/13/2016 9:00:04 PM,
386b.bb15.ca86,192.168.38.26,100.65.107.74,b0c7.451a.2c40,40.5,35.2,+0.1,223,online,5/0-13D0C2-U4C0L0,4/13/2016 9:00:04 PM,
386b.bb15.c8a2,192.168.25.124,100.65.100.171,30b5.c2cd.f034,37.1,36.2,+0.8,222,online,5/0-13D0C2-U4C0L0,4/13/2016 9:00:04 PM,
145b.d133.fcce,192.168.37.186,100.65.103.86,e8de.27f5.2303,40.5,28.9,+6.2,222,online,5/0-13D0C3-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46c.e41f,192.168.21.23,100.65.102.118,c83a.353b.c338,40.3,36.7,+3.2,222,online,5/0-13D0C3-U4C0L0,4/13/2016 9:00:04 PM,
0022.10f2.3fe0,192.168.20.217,100.65.98.200,6c19.8f51.8693,38.6,37.9,+5.2,217,online,5/0-13D0C3-U4C0L0,4/13/2016 9:00:04 PM,
0026.2496.1ede,192.168.20.200,100.65.108.58,c83a.3524.5820,34.1,31.7,-11.1,217,online,5/0-13D0C3-U4C0L0,4/13/2016 9:00:04 PM,
0026.2496.1fd2,192.168.26.242,100.65.109.253,c83a.3524.75d8,31.0,36.9,-18.8,220,online,5/0-13D0C3-U4C0L0,4/13/2016 9:00:04 PM,
386b.bb15.ca19,192.168.11.67,100.65.111.21,c83a.3535.efa8,37.6,53.9,-2.3,225,online,5/0-5D0C0-U2C0L0,4/13/2016 9:00:04 PM,
0021.43d6.15fc,192.168.16.92,100.65.101.56,c4e9.848e.6bb5,36.7,41.9,+16.9,214,online,5/0-5D0C0-U3C0L0,4/13/2016 9:00:04 PM,
145b.d133.fa8b,192.168.28.21,100.65.102.113,c83a.3556.0b88,39.5,30.4,+17.6,216,online,5/0-5D0C0-U4C0L0,4/13/2016 9:00:04 PM,
0019.5e39.e1d8,192.168.35.51,100.65.109.174,d850.e66d.b4b8,36.8,27.8,+1.4,219,online,5/0-5D0C0-U4C0L0,4/13/2016 9:00:04 PM,
1c14.48d0.5855,,100.65.97.116,b0c5.54da.7e55,38.0,48.7,-5.2,217,online,5/0-5D1C0-U3C0L0,4/13/2016 9:00:04 PM,
0023.ed16.76e2,192.168.15.195,100.65.115.100,c83a.3512.6598,36.6,39.9,-5.8,221,online,5/0-5D1C0-U4C0L0,4/13/2016 9:00:04 PM,
001b.ddd2.40a4,192.168.30.51,100.65.99.190,e8de.27f5.341d,36.7,38.9,+3.7,217,online,5/0-5D1C0-U4C0L0,4/13/2016 9:00:04 PM,
0026.2496.1fec,192.168.27.123,100.65.112.206,c83a.3524.0680,37.8,34.4,-2.7,221,online,5/0-5D1C0-U4C0L0,4/13/2016 9:00:04 PM,
145b.d133.f91e,192.168.35.222,100.65.99.188,b0c7.4573.6584,34.9,55.2,-6.9,233,online,9/0-13D1C0-U1C0L0,4/13/2016 9:00:04 PM,
0022.10e1.7b64,192.168.34.71,100.65.103.233,c83a.355d.2160,35.8,37.9,+11.3,152,online,9/0-13D1C0-U4C0L0,4/13/2016 9:00:04 PM,
001a.ad8e.7a1c,192.168.37.98,100.65.106.242,30b5.c23b.c56b,35.8,37.9,-3.2,155,online,9/0-13D1C0-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46f.b462,192.168.20.126,100.65.108.83,c83a.3509.6a98,35.5,41.9,-4.0,176,online,9/0-13D1C1-U4C0L0,4/13/2016 9:00:04 PM,
0023.a328.c3bc,192.168.21.51,100.65.103.186,001e.ec89.ec20,32.9,47.0,+2.4,196,online,9/0-13D1C2-U4C0L0,4/13/2016 9:00:04 PM,
a47a.a46f.b39b,192.168.15.168,101.99.38.213,d85d.4cfd.7649,32.2,55.2,+0.0,199,online,9/0-13D1C2-U4C0L0,4/13/2016 9:00:04 PM,
0021.43d1.e264,192.168.35.6,100.65.104.81,e894.f63c.398d,35.4,46.0,+1.4,142,online,9/0-13D1C3-U4C0L0,4/13/2016 9:00:04 PM,
000e.0923.a01d,192.168.10.59,100.65.104.166,c83a.3542.dfc8,31.8,44.7,+15.8,195,online,9/0-13D5C0-U4C0L0,4/13/2016 9:00:04 PM,
145b.d133.fb2d,192.168.29.166,100.65.100.88,98fc.11c0.06e3,34.5,44.4,+4.0,192,online,9/0-9D0C0-U4C0L0,4/13/2016 9:00:04 PM,
386b.bbdd.7316,192.168.36.106,100.65.99.28,f4f2.6d6b.89cb,36.6,40.7,+3.2,208,online,9/0-9D0C0-U4C0L0,4/13/2016 9:00:04 PM,
3c75.4aea.bbcf,192.168.15.183,100.65.118.22,60e3.2746.f2eb,37.3,53.7,-0.7,232,online,9/0-9D0C0-U5C0L0,4/13/2016 9:00:04 PM,
001a.ad95.dcfa,192.168.19.85,100.65.103.172,c83a.353a.5880,36.6,55.2,-1.2,223,online,9/0-9D0C0-U6C0L0,4/13/2016 9:00:04 PM,
0014.e867.c51a,192.168.19.10,100.65.109.87,c4e9.8489.7914,34.1,55.2,-10.2,223,online,9/0-9D1C0-U1C0L0,4/13/2016 9:00:04 PM,
386b.bb15.ca83,192.168.19.180,100.65.102.210,e8de.2764.18ef,34.9,55.2,-11.2,223,online,9/0-9D1C0-U2C0L0,4/13/2016 9:00:04 PM,
0023.a327.781e,192.168.19.55,100.65.99.21,30b5.c2cd.f17f,35.6,49.0,+11.8,190,online,9/0-9D1C0-U4C0L0,4/13/2016 9:00:04 PM,
145b.d133.fa93,192.168.35.220,100.65.103.239,c83a.351e.2048,36.4,55.2,-9.8,234,online,9/0-9D1C0-U5C0L0,4/13/2016 9:00:04 PM,
