MacAddress,IpPrivate,IpPublic1,IpPublic2,Value1,Value2,Value3,Value4,Status,Location,DateTime,Description
001a.ad95.fcb6,192.168.18.233,100.65.106.117,c4e9.848e.4ea9,0.0,0.0,+0.0,203,online,11/0-13D3C1-U1C0L0,4/13/2016 8:00:03 PM,
001a.ad8e.7320,192.168.26.63,100.65.97.38,6466.b37f.0923,31.0,44.0,+5.7,226,online,11/0-13D3C2-U1C0L0,4/13/2016 8:00:03 PM,
0023.ed19.1cb8,192.168.36.36,100.65.107.76,f4f2.6d5a.f925,34.2,47.0,+0.4,234,online,11/0-13D3C2-U1C0L0,4/13/2016 8:00:03 PM,
0023.edda.26a4,192.168.14.45,,,37.2,45.0,-8.9,231,online,11/0-13D3C2-U1C0L0,4/13/2016 8:00:03 PM,
001b.ddba.ef4c,192.168.27.169,100.65.109.181,c83a.3533.eec0,39.1,42.9,+10.5,199,online,11/0-13D3C2-U2C0L0,4/13/2016 8:00:03 PM,
001b.ddd3.4b62,,100.65.108.245,f4f2.6d6b.7bb3,37.7,49.0,-4.7,224,online,11/0-13D3C2-U7C0L0,4/13/2016 8:00:03 PM,
001b.ddc2.d6e4,192.168.29.193,100.65.99.66,f4f2.6d5b.3317,38.7,55.2,+8.1,213,online,11/0-13D3C3-U0C0L0,4/13/2016 8:00:03 PM,
0023.ee19.c7c4,192.168.34.2,100.65.97.136,c83a.3507.2e00,38.1,55.2,+3.8,222,online,11/0-13D3C3-U0C0L0,4/13/2016 8:00:03 PM,
0026.2496.1f6a,192.168.11.105,100.65.98.172,c04a.00ec.1eed,40.5,51.7,+2.3,201,online,11/0-13D3C3-U0C0L0,4/13/2016 8:00:03 PM,
0023.ed14.d216,192.168.23.137,100.65.102.251,c83a.350b.d4b8,38.6,55.2,+3.4,223,online,11/0-13D3C3-U1C0L0,4/13/2016 8:00:03 PM,
145b.d133.f9fb,192.168.15.28,100.65.103.143,c83a.3519.ec88,36.8,55.2,+7.5,228,online,11/0-13D3C3-U1C0L0,4/13/2016 8:00:03 PM,
0021.43df.1cce,,100.65.110.252,f4f2.6d6b.70cb,34.4,55.2,-7.0,225,online,11/0-13D3C3-U1C0L0,4/13/2016 8:00:03 PM,
0014.e867.c880,192.168.13.31,100.65.99.221,60e3.2794.f4cd,36.1,40.9,+2.6,233,online,11/0-13D3C3-U1C0L0,4/13/2016 8:00:03 PM,
0015.2f80.28c4,192.168.13.207,100.65.100.81,c83a.3534.2940,38.8,45.0,+0.8,234,online,11/0-13D3C3-U1C0L0,4/13/2016 8:00:03 PM,
001b.ddcb.908e,192.168.19.103,100.65.106.243,c83a.3549.2fa0,38.8,49.0,+9.7,228,online,11/0-13D3C3-U2C0L0,4/13/2016 8:00:03 PM,
0021.43eb.efbe,192.168.21.16,,,37.6,55.2,+2.1,225,online,11/0-13D3C3-U6C0L0,4/13/2016 8:00:03 PM,
0022.10e3.a92e,192.168.10.45,100.65.98.16,30b5.c2f1.d5cf,38.5,55.2,+3.3,231,online,11/0-13D3C3-U6C0L0,4/13/2016 8:00:03 PM,
0022.10e5.ae60,192.168.27.251,,,34.7,52.0,-10.9,233,online,11/0-13D7C0-U1C0L0,4/13/2016 8:00:03 PM,
0021.43e7.b52a,192.168.33.184,100.65.103.167,f4f2.6d5b.7301,34.5,45.0,-0.7,231,online,11/0-13D7C0-U1C0L0,4/13/2016 8:00:03 PM,
001a.ada2.61f6,192.168.32.131,100.65.100.32,0022.6b47.510d,35.4,46.0,-4.6,234,online,11/0-13D7C0-U1C0L0,4/13/2016 8:00:03 PM,
001b.ddb8.67c4,192.168.18.143,100.65.101.210,c83a.3546.4518,38.6,48.0,+4.7,229,online,11/0-13D7C0-U2C0L0,4/13/2016 8:00:03 PM,
e483.9977.6763,192.168.38.2,100.65.98.169,a0f3.c1b2.3bc9,30.8,55.2,-15.9,221,online,2/0-12D2C0-U2C0L0,4/13/2016 8:00:03 PM,
0019.5e28.be3a,192.168.12.77,100.65.110.101,30b5.c2f1.b1d1,36.7,55.2,+4.3,229,online,2/0-12D2C0-U4C0L0,4/13/2016 8:00:03 PM,
0021.43e1.6ea4,192.168.35.40,100.65.111.224,c83a.3542.26e8,34.0,50.0,+0.0,191,online,2/0-12D2C0-U4C0L0,4/13/2016 8:00:03 PM,
0026.2496.1f2c,192.168.28.31,100.65.101.180,60e3.2792.3035,37.9,48.7,+0.3,231,online,2/0-12D2C1-U4C0L0,4/13/2016 8:00:03 PM,
000e.092e.e91d,192.168.35.142,100.65.114.227,c83a.3542.3170,32.2,60.9,-9.3,215,online,2/0-12D2C2-U3C0L0,4/13/2016 8:00:03 PM,
386b.bb15.c8ea,192.168.21.217,100.65.108.33,0022.b08f.b844,32.6,50.4,-14.2,232,online,2/0-12D2C2-U4C0L0,4/13/2016 8:00:03 PM,
0023.ed1d.dc12,192.168.13.23,100.65.116.245,a42b.b0ac.724f,35.9,55.2,+3.1,232,online,2/0-12D2C2-U6C0L0,4/13/2016 8:00:03 PM,
001b.ddd8.662a,192.168.28.187,100.65.99.210,c83a.3534.7da0,35.1,55.2,-5.8,211,online,2/0-12D2C3-U4C0L0,4/13/2016 8:00:03 PM,
0019.5e1d.af12,192.168.33.221,101.99.38.154,ac9b.0ae0.7f0e,36.3,49.0,-2.1,232,online,2/0-12D2C3-U4C0L0,4/13/2016 8:00:03 PM,
0023.ee03.f1c8,192.168.20.27,100.65.101.32,c83a.3542.eaf0,35.8,50.0,-5.3,234,online,2/0-2D0C0-U4C0L0,4/13/2016 8:00:03 PM,
a47a.a46c.ec80,192.168.29.84,,,37.0,39.2,+1.0,234,online,2/0-2D0C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.edd2.6954,192.168.13.19,100.65.98.209,30b5.c2a7.5ff7,34.4,40.9,+7.1,219,online,2/0-2D1C0-U3C0L0,4/13/2016 8:00:03 PM,
0023.ede2.9488,192.168.36.100,100.65.101.60,c46e.1fe2.ec87,36.5,40.9,+1.7,231,online,2/0-2D1C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.ed1d.e9e6,192.168.17.6,100.65.100.119,c83a.354a.5778,35.3,55.2,+8.9,216,online,2/0-2D1C0-U6C0L0,4/13/2016 8:00:03 PM,
145b.d133.fbf9,192.168.37.37,100.65.99.166,f4f2.6d5b.34a3,38.1,51.2,+3.6,227,online,3/0-12D3C0-U2C0L0,4/13/2016 8:00:03 PM,
0021.43ea.f952,192.168.31.187,100.65.115.36,c83a.3556.20e8,36.3,55.2,+0.7,230,online,3/0-12D3C0-U3C0L0,4/13/2016 8:00:03 PM,
001a.ad93.0d5a,192.168.15.136,100.65.100.60,c83a.3543.08d0,36.3,55.2,+1.5,232,online,3/0-12D3C1-U2C0L0,4/13/2016 8:00:03 PM,
0023.74f9.788e,192.168.19.252,100.65.97.254,30b5.c288.2565,36.9,49.0,-0.4,225,online,3/0-12D3C2-U2C0L0,4/13/2016 8:00:03 PM,
1c14.48d0.589c,192.168.33.79,100.65.103.107,c83a.3539.37b0,32.2,55.2,+0.8,232,online,3/0-12D3C2-U2C0L0,4/13/2016 8:00:03 PM,
e483.9977.681b,192.168.36.42,100.65.108.156,c83a.354f.a1c8,37.5,47.7,+3.3,227,online,3/0-12D3C2-U2C0L0,4/13/2016 8:00:03 PM,
0021.43d1.76dc,192.168.24.184,100.65.114.128,f8d1.1180.19e3,34.8,55.2,+0.1,217,online,3/0-12D3C2-U3C0L0,4/13/2016 8:00:03 PM,
001a.ada6.29d0,192.168.12.223,100.65.110.95,30b5.c2f1.adbf,36.1,51.0,+9.5,221,online,3/0-12D3C3-U1C0L0,4/13/2016 8:00:03 PM,
0015.2f8c.4cd6,192.168.27.131,101.99.38.127,c83a.3553.22e8,35.1,53.1,+0.1,219,online,3/0-12D3C3-U2C0L0,4/13/2016 8:00:03 PM,
0023.edd2.bf8e,192.168.25.53,100.65.109.73,c83a.3520.6460,37.9,40.9,+3.5,232,online,3/0-3D0C0-U2C0L0,4/13/2016 8:00:03 PM,
001b.ddc3.4cce,192.168.28.153,100.65.99.42,c4e9.848e.9a6f,31.4,50.0,-12.7,230,online,4/0-12D4C0-U2C0L0,4/13/2016 8:00:03 PM,
001b.ddc4.0a76,192.168.22.175,100.65.98.110,c83a.354a.d7d0,36.0,55.2,-7.2,223,online,4/0-12D4C0-U5C0L0,4/13/2016 8:00:03 PM,
0021.43c8.43b8,192.168.23.116,100.65.107.106,20aa.4b05.517f,36.8,45.0,+3.8,221,online,4/0-12D4C0-U5C0L0,4/13/2016 8:00:03 PM,
0021.43d8.e506,192.168.34.201,100.65.103.174,f4f2.6d5a.f967,36.7,45.0,-3.5,217,online,4/0-12D4C0-U5C0L0,4/13/2016 8:00:03 PM,
0019.5e25.9512,192.168.12.245,100.65.102.129,f4f2.6d6b.7bc1,34.9,41.9,+3.5,234,online,4/0-12D4C1-U2C0L0,4/13/2016 8:00:03 PM,
0021.43cd.e7d8,192.168.24.2,100.65.117.33,c83a.3538.b5e8,35.5,40.9,+7.7,229,online,4/0-12D4C2-U2C0L0,4/13/2016 8:00:03 PM,
001a.ad8c.177e,192.168.24.8,100.65.115.90,c83a.354a.6e70,32.3,55.2,-13.6,210,online,4/0-12D4C2-U5C0L0,4/13/2016 8:00:03 PM,
0013.7168.56b8,192.168.14.114,100.65.115.112,c83a.351d.c7b8,35.3,55.2,-2.5,206,online,4/0-12D4C3-U2C0L0,4/13/2016 8:00:03 PM,
0023.edd8.2658,192.168.32.218,100.65.97.17,f4f2.6d5b.5699,34.7,55.2,-8.9,220,online,4/0-12D4C3-U2C0L0,4/13/2016 8:00:03 PM,
145b.d133.fb0d,192.168.33.194,100.65.102.51,689c.703a.75cf,33.8,55.2,+0.6,219,online,4/0-12D4C3-U2C0L0,4/13/2016 8:00:03 PM,
a47a.a46d.753d,192.168.18.127,100.65.105.82,c83a.3512.c5d8,35.7,36.9,-7.3,216,online,5/0-13D0C0-U4C0L0,4/13/2016 8:00:03 PM,
0021.43e8.aed2,192.168.29.60,,,36.1,25.8,+3.3,216,online,5/0-13D0C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.ed1c.d7f6,192.168.26.202,100.65.101.159,30b5.c2c8.0c9d,38.7,38.9,+8.0,213,online,5/0-13D0C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.edd5.95b8,192.168.23.108,100.65.110.228,2c27.d7d8.b905,37.7,23.8,+4.9,216,online,5/0-13D0C2-U3C0L0,4/13/2016 8:00:03 PM,
0026.2496.1ede,192.168.20.200,100.65.108.58,c83a.3524.5820,34.8,31.4,-9.6,213,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
0022.10e1.2812,192.168.30.82,100.65.102.228,c83a.3534.e3c8,35.3,32.9,-2.3,213,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
0022.10f2.3fe0,192.168.20.217,100.65.98.200,6c19.8f51.8693,38.7,37.9,+6.3,213,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
0019.5e25.41a2,192.168.13.75,100.65.99.27,c0a0.bb7e.c1ca,34.8,37.9,-12.5,210,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
0021.43e5.3576,192.168.32.223,100.65.98.32,c83a.3503.b900,37.8,41.9,+1.1,213,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
386b.bb15.ca86,192.168.38.26,,,40.5,34.7,+0.1,218,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
386b.bb15.c8a2,192.168.25.124,100.65.100.171,30b5.c2cd.f034,37.5,35.9,+0.8,216,online,5/0-13D0C2-U4C0L0,4/13/2016 8:00:03 PM,
001b.ddd0.561e,192.168.36.189,100.65.109.173,f81a.677c.62af,36.1,30.8,-7.0,220,online,5/0-13D0C3-U3C0L0,4/13/2016 8:00:03 PM,
0019.5e1a.29bc,192.168.30.114,100.65.106.4,f81a.6788.3c33,36.7,36.9,-4.7,214,online,5/0-13D0C3-U4C0L0,4/13/2016 8:00:03 PM,
0026.2496.1fd2,192.168.26.242,100.65.109.253,c83a.3524.75d8,31.2,36.2,-18.7,215,online,5/0-13D0C3-U4C0L0,4/13/2016 8:00:03 PM,
a47a.a46c.e41f,192.168.21.23,100.65.102.118,c83a.353b.c338,40.2,36.2,+3.4,217,online,5/0-13D0C3-U4C0L0,4/13/2016 8:00:03 PM,
145b.d133.fcce,192.168.37.186,100.65.103.86,e8de.27f5.2303,40.3,28.7,+6.3,217,online,5/0-13D0C3-U4C0L0,4/13/2016 8:00:03 PM,
0021.43d6.15fc,192.168.16.92,100.65.101.56,c4e9.848e.6bb5,36.6,39.9,+17.0,218,online,5/0-5D0C0-U3C0L0,4/13/2016 8:00:03 PM,
0019.5e39.e1d8,192.168.35.51,100.65.109.174,d850.e66d.b4b8,36.7,27.8,+1.4,216,online,5/0-5D0C0-U4C0L0,4/13/2016 8:00:03 PM,
145b.d133.fa8b,192.168.28.21,100.65.102.113,c83a.3556.0b88,38.8,30.4,+18.0,214,online,5/0-5D0C0-U4C0L0,4/13/2016 8:00:03 PM,
386b.bb15.ca19,192.168.11.67,100.65.111.21,c83a.3535.efa8,35.7,53.4,-3.5,225,online,5/0-5D1C0-U2C0L0,4/13/2016 8:00:03 PM,
1c14.48d0.5855,192.168.36.23,100.65.97.116,b0c5.54da.7e55,38.5,48.7,-4.9,219,online,5/0-5D1C0-U3C0L0,4/13/2016 8:00:03 PM,
001b.ddd2.40a4,192.168.30.51,100.65.99.190,e8de.27f5.341d,36.3,36.9,+3.4,214,online,5/0-5D1C0-U4C0L0,4/13/2016 8:00:03 PM,
0026.2496.1fec,192.168.27.123,100.65.112.206,c83a.3524.0680,37.8,34.2,-2.7,217,online,5/0-5D1C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.ed16.76e2,192.168.15.195,100.65.115.100,c83a.3512.6598,36.9,40.9,-5.5,213,online,5/0-5D1C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.a326.c14e,192.168.16.210,100.65.102.196,c83a.352f.3ca0,33.0,44.0,-0.8,218,online,9/0-13D1C3-U4C0L0,4/13/2016 8:00:03 PM,
3c75.4aea.bbcf,192.168.15.183,100.65.118.22,60e3.2746.f2eb,36.7,53.9,-0.4,229,online,9/0-13D1C3-U5C0L0,4/13/2016 8:00:03 PM,
000e.0923.a01d,192.168.10.59,100.65.104.166,c83a.3542.dfc8,31.8,44.7,+15.8,199,online,9/0-13D5C0-U4C0L0,4/13/2016 8:00:03 PM,
001a.ad8f.23d8,192.168.25.8,100.65.111.108,f4f2.6d5b.57df,36.1,35.9,-2.5,232,online,9/0-13D5C0-U6C0L0,4/13/2016 8:00:03 PM,
0023.a327.781e,192.168.19.55,100.65.99.21,30b5.c2cd.f17f,35.9,49.0,+11.8,194,online,9/0-9D0C0-U4C0L0,4/13/2016 8:00:03 PM,
0023.a328.c3bc,192.168.21.51,100.65.103.186,001e.ec89.ec20,35.8,47.0,+4.0,197,online,9/0-9D0C0-U4C0L0,4/13/2016 8:00:03 PM,
a47a.a46f.b39b,192.168.15.168,,,35.5,55.2,+3.0,200,online,9/0-9D0C0-U4C0L0,4/13/2016 8:00:03 PM,
386b.bbdd.7316,192.168.36.106,100.65.99.28,f4f2.6d6b.89cb,36.9,40.2,+3.4,209,online,9/0-9D0C0-U4C0L0,4/13/2016 8:00:03 PM,
145b.d133.fb2d,192.168.29.166,100.65.100.88,98fc.11c0.06e3,35.1,43.7,+4.0,197,online,9/0-9D0C0-U4C0L0,4/13/2016 8:00:03 PM,
001a.ad95.dcfa,192.168.19.85,100.65.103.172,c83a.353a.5880,36.6,55.2,-1.3,202,online,9/0-9D0C0-U6C0L0,4/13/2016 8:00:03 PM,
0021.43c9.5a40,192.168.13.188,100.65.104.245,c83a.3542.30f0,36.1,55.2,-1.8,232,online,9/0-9D0C0-U6C0L0,4/13/2016 8:00:03 PM,
0014.e867.c51a,192.168.19.10,100.65.109.87,c4e9.8489.7914,34.3,55.2,-10.3,223,online,9/0-9D1C0-U1C0L0,4/13/2016 8:00:03 PM,
386b.bb15.ca83,192.168.19.180,100.65.102.210,e8de.2764.18ef,34.6,55.2,-11.4,227,online,9/0-9D1C0-U2C0L0,4/13/2016 8:00:03 PM,
0019.5e2d.dcce,192.168.20.14,100.65.109.175,c04a.000c.6db5,37.3,47.0,+7.4,233,online,9/0-9D1C0-U6C0L0,4/13/2016 8:00:03 PM,
0050.bfbb.bd49,192.168.18.231,,,33.7,49.7,+0.1,225,online,9/0-9D1C0-U6C0L0,4/13/2016 8:00:03 PM,
